clock,cpg_id,species,genome,weight,chr,pos,pos_hg38,pos_hg19,pos_hg18,pos_mm39_lifted_from_mm10,pos_mm10_MM,ucsc_annotation,gene_strand,gene_symbol,relation_to_ucsc_island,island_context,array/data_type,human_GRCh37_coordinate,pos_hg38_EPIC,pos_hg19_EPIC,pos_hg19_450k,pos_hg19_27k,pos_hg18_450k,pos_hg18_27k,pos_hg38_lifted_from_hg19,pos_hg38_lifted_from_hg18,rowname
SkinBlood,cg04875128,Human,GRCh37,3.581e-4,15,31775895,31483692,31775895,29563187,NA,NA,Body,-,OTUD7A,Island,Island,450k,NA,NA,NA,31775895,NA,29563187,NA,31483692,31483692,1233
SkinBlood,cg21296230,Human,GRCh37,-0.0254002,15,33010536,32718335,33010536,30797828,NA,NA,5'UTR,-,GREM1,Island,Island,450k,NA,NA,NA,33010536,NA,30797828,NA,32718335,32718335,1234
SkinBlood,cg02071305,Human,GRCh37,0.00655184,15,41185973,40893775,41185973,38973265,NA,NA,TSS1500,-,VPS18,N_Shore,Shore,450k,NA,NA,NA,41185973,NA,38973265,NA,40893775,40893775,1235
SkinBlood,cg03361973,Human,GRCh37,0.06034798,15,48028752,47736555,48028752,45816044,NA,NA,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,+,SEMA6D;SEMA6D;SEMA6D;SEMA6D;SEMA6D;SEMA6D,0,-,450k,NA,NA,NA,48028752,NA,45816044,NA,47736555,47736555,1236
SkinBlood,cg16717122,Human,GRCh37,0.14516528,15,51973920,51681723,51973920,49761212,NA,NA,5'UTR;1stExon;5'UTR;1stExon,-,SCG3;SCG3;SCG3;SCG3,S_Shore,Shore,450k,NA,NA,NA,51973920,NA,49761212,NA,51681723,51681723,1237
SkinBlood,cg04858164,Human,GRCh37,0.02106177,15,57324333,57032135,57324333,55111625,NA,NA,Body;Body;Body;Body,+,TCF12;TCF12;TCF12;TCF12,0,-,450k,NA,NA,NA,57324333,NA,55111625,NA,57032135,57032135,1238
SkinBlood,cg25005357,Human,GRCh37,0.17541519,15,57426631,57134433,57426631,55213923,NA,NA,Body;Body;Body;Body,+,TCF12;TCF12;TCF12;TCF12,0,-,450k,NA,NA,NA,57426631,NA,55213923,NA,57134433,57134433,1239
SkinBlood,cg08454546,Human,GRCh37,-0.0949425,15,59731340,59439141,59731340,57518632,NA,NA,5'UTR,+,FAM81A,S_Shore,Shore,450k,NA,NA,NA,59731340,NA,57518632,NA,59439141,59439141,1240
SkinBlood,cg21801378,Human,GRCh37,-0.1089993,15,72612125,72319784,72612125,70399179,NA,NA,1stExon,-,BRUNOL6,Island,Island,450k,NA,NA,NA,72612125,NA,70399179,NA,72319784,72319784,1241
SkinBlood,cg15188939,Human,GRCh37,0.20490175,15,72809154,72516813,72809154,70596208,NA,NA,Body,+,ARIH1,0,-,450k,NA,NA,NA,72809154,NA,70596208,NA,72516813,72516813,1242
SkinBlood,cg20540209,Human,GRCh37,0.16825374,15,76633981,76341640,76633981,74421036,NA,NA,Body,+,ISL2,Island,Island,450k,NA,NA,NA,76633981,NA,74421036,NA,76341640,76341640,1243
SkinBlood,cg05542681,Human,GRCh37,0.13688003,16,744328,694328,744328,684329,NA,NA,Body,-,FBXL16,Island,Island; Shore; Shelf,450k,NA,NA,NA,744328,NA,684329,NA,694328,694328,1244
SkinBlood,cg08949164,Human,GRCh37,0.26484193,16,1383433,1333432,1383433,1323434,NA,NA,TSS1500,+,BAIAP3,Island,Island,450k,NA,NA,NA,1383433,NA,1323434,NA,1333432,1333432,1245
SkinBlood,cg09183146,Human,GRCh37,0.0731504,16,1429863,1379862,1429863,1369864,NA,NA,TSS200,+,UNKL,Island,Island,450k,NA,NA,NA,1429863,NA,1369864,NA,1379862,1379862,1246
SkinBlood,cg00454305,Human,GRCh37,0.10479562,16,1429905,1379904,1429905,1369906,NA,NA,TSS1500,-,UNKL,Island,Island,450k,NA,NA,NA,1429905,NA,1369906,NA,1379904,1379904,1247
SkinBlood,cg02871659,Human,GRCh37,0.08854577,16,2014063,1964062,2014063,1954064,NA,NA,TSS1500;TSS1500;TSS1500;Body,+,SNHG9;SNORA64;SNORA78;RPS2,N_Shore,Shore; Shelf,450k,NA,NA,NA,2014063,NA,1954064,NA,1964062,1964062,1248
SkinBlood,cg00991848,Human,GRCh37,0.44389289,16,2014270,1964269,2014270,1954271,NA,NA,TSS1500;TSS1500;TSS1500;Body,+,SNHG9;SNORA64;SNORA78;RPS2,Island,Island,450k,NA,NA,NA,2014270,NA,1954271,NA,1964269,1964269,1249
SkinBlood,cg02331561,Human,GRCh37,-0.2519208,16,2391081,2341080,2391081,2331082,NA,NA,Body;TSS1500,+,ABCA17P;ABCA3,Island,Island,450k,NA,NA,NA,2391081,NA,2331082,NA,2341080,2341080,1250
SkinBlood,cg26974444,Human,GRCh37,0.07607905,16,12214807,12120950,12214807,12122308,NA,NA,Body,+,SNX29,S_Shelf,Shelf,450k,NA,NA,NA,12214807,NA,12122308,NA,12120950,12120950,1251
SkinBlood,cg06112560,Human,GRCh37,0.16415109,16,23691827,23680506,23691827,23599328,NA,NA,Body,+,PLK1,S_Shore,Shore,450k,NA,NA,NA,23691827,NA,23599328,NA,23680506,23680506,1252
SkinBlood,cg10917602,Human,GRCh37,-0.0154101,16,30996630,30985309,30996630,30904131,NA,NA,5'UTR;5'UTR;5'UTR,-,HSD3B7;HSD3B7;HSD3B7,0,-,450k,NA,NA,NA,30996630,NA,30904131,NA,30985309,30985309,1253
SkinBlood,cg09155044,Human,GRCh37,-0.3406714,16,31106785,31095464,31106785,31014286,NA,NA,TSS1500;TSS1500,+,VKORC1;VKORC1,S_Shore,Shore,450k,NA,NA,NA,31106785,NA,31014286,NA,31095464,31095464,1254
SkinBlood,cg04031656,Human,GRCh37,0.05478626,16,53091688,53057776,53091688,51649189,NA,NA,5'UTR,+,CHD9,S_Shelf,Shelf,450k,NA,NA,NA,53091688,NA,51649189,NA,53057776,53057776,1255
SkinBlood,cg03746976,Human,GRCh37,-0.0577133,16,58035805,58001901,58035805,56593306,NA,NA,Body,-,C16orf57,S_Shore,Shore,450k,NA,NA,NA,58035805,NA,56593306,NA,58001901,58001901,1256
SkinBlood,cg18693704,Human,GRCh37,-0.2814439,16,66731313,66697410,66731313,65288814,NA,NA,TSS1500;TSS1500,+,CMTM4;CMTM4,S_Shore,Shore,450k,NA,NA,NA,66731313,NA,65288814,NA,66697410,66697410,1257
SkinBlood,cg00658652,Human,GRCh37,0.15261042,16,71500215,71466312,71500215,70057716,NA,NA,-,-,0,S_Shelf,Shelf,450k,NA,NA,NA,71500215,NA,70057716,NA,71466312,71466312,1258
SkinBlood,cg03991512,Human,GRCh37,-0.0763138,16,75150456,75116558,75150456,73707957,NA,NA,Body;Body,-,LDHD;LDHD,S_Shore,Shore,450k,NA,NA,NA,75150456,NA,73707957,NA,75116558,75116558,1259
SkinBlood,cg22947000,Human,GRCh37,0.02212311,16,81272281,81238676,81272281,79829782,NA,NA,TSS200,-,BCMO1,0,-,450k,NA,NA,NA,81272281,NA,79829782,NA,81238676,81238676,1260
SkinBlood,cg07082267,Human,GRCh37,-0.4691833,16,85429035,85395429,85429035,83986536,NA,NA,-,-,0,0,-,450k,NA,NA,NA,85429035,NA,83986536,NA,85395429,85395429,1261
SkinBlood,cg03486383,Human,GRCh37,0.16345536,16,87865062,87831456,87865062,86422563,NA,NA,3'UTR,-,SLC7A5,0,-,450k,NA,NA,NA,87865062,NA,86422563,NA,87831456,87831456,1262
SkinBlood,cg02228185,Human,GRCh37,-0.0403226,17,3379567,3476273,3379567,3326317,NA,NA,1stExon;Body,+,ASPA;ASPA,0,-,450k,NA,NA,NA,3379567,NA,3326317,NA,3476273,3476273,1263
SkinBlood,cg23668631,Human,GRCh37,0.00543685,17,3796936,3893642,3796936,3743685,NA,NA,TSS1500;TSS1500,-,CAMKK1;CAMKK1,S_Shore,Shore,450k,NA,NA,NA,3796936,NA,3743685,NA,3893642,3893642,1264
SkinBlood,cg14522800,Human,GRCh37,0.13062366,17,4648566,4745271,4648566,4595315,NA,NA,Body;Body,-,ZMYND15;ZMYND15,0,Shore,450k,NA,NA,NA,4648566,NA,4595315,NA,4745271,4745271,1265
SkinBlood,cg25135555,Human,GRCh37,0.19289556,17,9832474,9929157,9832474,9773199,NA,NA,Body;Body;Body;Body,-,GAS7;GAS7;GAS7;GAS7,0,-,450k,NA,NA,NA,9832474,NA,9773199,NA,9929157,9929157,1266
SkinBlood,cg13029847,Human,GRCh37,0.64778217,17,27333273,29006255,27333273,24357399,NA,NA,TSS200;TSS200,+,SEZ6;SEZ6,S_Shore,Shore,450k,NA,NA,NA,27333273,NA,24357399,NA,29006255,29006255,1267
SkinBlood,cg06144905,Human,GRCh37,0.15958437,17,27369780,29042762,27369780,24393906,NA,NA,TSS200,+,PIPOX,0,-,450k,NA,NA,NA,27369780,NA,24393906,NA,29042762,29042762,1268
SkinBlood,cg11896923,Human,GRCh37,0.03762834,17,37825027,39668774,37825027,35078553,NA,NA,Body,+,PNMT,S_Shore,Shore,450k,NA,NA,NA,37825027,NA,35078553,NA,39668774,39668774,1269
SkinBlood,cg06874016,Human,GRCh37,-0.0877284,17,40177415,42025397,40177415,37430941,NA,NA,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,+,NKIRAS2;NKIRAS2;NKIRAS2;NKIRAS2;NKIRAS2,0,-,450k,NA,NA,NA,40177415,NA,37430941,NA,42025397,42025397,1270
SkinBlood,cg25809905,Human,GRCh37,-0.09807,17,42467728,44390360,42467728,39823254,NA,NA,TSS1500,+,ITGA2B,0,-,450k,NA,NA,NA,42467728,NA,39823254,NA,44390360,44390360,1271
SkinBlood,cg04267101,Human,GRCh37,-0.0196866,17,48619037,50541676,48619037,45974036,NA,NA,Body,-,EPN3,N_Shore,Shore,450k,NA,NA,NA,48619037,NA,45974036,NA,50541676,50541676,1272
SkinBlood,cg22507023,Human,GRCh37,0.23875864,17,55946195,57868834,55946195,53301194,NA,NA,Body,-,CUEDC1,0,-,450k,NA,NA,NA,55946195,NA,53301194,NA,57868834,57868834,1273
SkinBlood,cg02867102,Human,GRCh37,-0.1198919,17,62398693,64321333,62398693,59752425,NA,NA,-,+,0,0,-,450k,NA,NA,NA,62398693,NA,59752425,NA,64321333,64321333,1274
SkinBlood,cg13093111,Human,GRCh37,0.00881389,17,66308577,68312436,66308577,63820172,NA,NA,Body,-,ARSG,0,-,450k,NA,NA,NA,66308577,NA,63820172,NA,68312436,68312436,1275
SkinBlood,cg13683374,Human,GRCh37,-0.0826411,17,72364767,74368628,72364767,69876362,NA,NA,Body,-,GPR142,N_Shelf,Shelf,450k,NA,NA,NA,72364767,NA,69876362,NA,74368628,74368628,1276
SkinBlood,cg10644544,Human,GRCh37,-0.6677401,17,73872584,75876503,73872584,71384179,NA,NA,Body,+,TRIM47,N_Shore,Shore,450k,NA,NA,NA,73872584,NA,71384179,NA,75876503,75876503,1277
SkinBlood,cg03643998,Human,GRCh37,-0.0961558,17,77042455,79046373,77042455,74554050,NA,NA,5'UTR;Body;Body,-,C1QTNF1;C1QTNF1;C1QTNF1,N_Shore,Shore,450k,NA,NA,NA,77042455,NA,74554050,NA,79046373,79046373,1278
SkinBlood,cg11620135,Human,GRCh37,-0.0179032,17,79011140,81037340,79011140,76625735,NA,NA,Body;Body;Body;Body,-,BAIAP2;BAIAP2;BAIAP2;BAIAP2,S_Shore,Shore,450k,NA,NA,NA,79011140,NA,76625735,NA,81037340,81037340,1279
SkinBlood,cg25436157,Human,GRCh37,-0.1044841,18,21018562,23438598,21018562,19272560,NA,NA,TSS1500,-,C18orf45,S_Shore,Shore,450k,NA,NA,NA,21018562,NA,19272560,NA,23438598,23438598,1280
SkinBlood,cg24217948,Human,GRCh37,-0.064571,18,42261980,44682015,42261980,40515978,NA,NA,5'UTR;5'UTR,-,SETBP1;SETBP1,S_Shore,Shore,450k,NA,NA,NA,42261980,NA,40515978,NA,44682015,44682015,1281
SkinBlood,cg17589341,Human,GRCh37,0.05734229,18,43304079,45724114,43304079,41558077,NA,NA,TSS200;TSS200;TSS200,+,SLC14A1;SLC14A1;SLC14A1,0,-,450k,NA,NA,NA,43304079,NA,41558077,NA,45724114,45724114,1282
SkinBlood,cg17243289,Human,GRCh37,0.04372619,18,45458021,47931650,45458021,43712019,NA,NA,TSS1500;TSS1500;TSS1500,+,SMAD2;SMAD2;SMAD2,Island,Island,450k,NA,NA,NA,45458021,NA,43712019,NA,47931650,47931650,1283
SkinBlood,cg12459502,Human,GRCh37,-0.0941508,18,60904237,63237004,60904237,59055217,NA,NA,Body,+,BCL2,0,-,450k,NA,NA,NA,60904237,NA,59055217,NA,63237004,63237004,1284
SkinBlood,cg19283806,Human,GRCh37,-0.1172045,18,66389420,68722183,66389420,64540400,NA,NA,5'UTR,+,CCDC102B,0,-,450k,NA,NA,NA,66389420,NA,64540400,NA,68722183,68722183,1285
SkinBlood,cg10052840,Human,GRCh37,-0.0712807,19,4558119,4558107,4558119,4509119,NA,NA,Body,-,SEMA6B,N_Shore,Shore,450k,NA,NA,NA,4558119,NA,4509119,NA,4558107,4558107,1286
SkinBlood,cg26005082,Human,GRCh37,0.12379392,19,4769660,4769648,4769660,4720660,NA,NA,TSS1500;Body,-,MIR7-3;C19orf30,0,-,450k,NA,NA,NA,4769660,NA,4720660,NA,4769648,4769648,1287
SkinBlood,cg11766468,Human,GRCh37,0.05527688,19,7923041,7858155,7923041,7829041,NA,NA,Body;Body,-,EVI5L;EVI5L,N_Shelf,Shelf,450k,NA,NA,NA,7923041,NA,7829041,NA,7858155,7858155,1288
SkinBlood,cg10586358,Human,GRCh37,-0.0459786,19,13029889,12919075,13029889,12890889,NA,NA,Body,+,SYCE2,Island,Island,450k,NA,NA,NA,13029889,NA,12890889,NA,12919075,12919075,1289
SkinBlood,cg14556683,Human,GRCh37,-0.13740840000000001,19,15342982,15232171,15342982,15203982,NA,NA,1stExon;Body,-,EPHX3;EPHX3,Island,Island; Shore,450k,NA,NA,NA,15342982,NA,15203982,NA,15232171,15232171,1290
SkinBlood,cg26842024,Human,GRCh37,0.48424875,19,16436122,16325311,16436122,16297122,NA,NA,Body,-,KLF2,Island,Island,450k,NA,NA,NA,16436122,NA,16297122,NA,16325311,16325311,1291
SkinBlood,cg18335931,Human,GRCh37,-0.2501296,19,18229242,18118432,18229242,18090242,NA,NA,Body,-,MAST3,Island,Island,450k,NA,NA,NA,18229242,NA,18090242,NA,18118432,18118432,1292
SkinBlood,cg17861230,Human,GRCh37,-0.3175484,19,18343901,18233091,18343901,18204901,NA,NA,Body,-,PDE4C,Island,Island,450k,NA,NA,NA,18343901,NA,18204901,NA,18233091,18233091,1293
SkinBlood,cg10498798,Human,GRCh37,-0.2709277,19,35843186,35352283,35843186,40535026,NA,NA,1stExon,+,FFAR1,Island,Island,450k,NA,NA,NA,35843186,NA,40535026,NA,35352283,35352283,1294
SkinBlood,cg27212234,Human,GRCh37,1.01989506,19,36048757,35557855,36048757,40740597,NA,NA,Body,-,ATP4A,Island,Island,450k,NA,NA,NA,36048757,NA,40740597,NA,35557855,35557855,1295
SkinBlood,cg17110586,Human,GRCh37,-0.0686816,19,36454623,35963721,36454623,41146463,NA,NA,-,+,0,S_Shelf,Shelf,450k,NA,NA,NA,36454623,NA,41146463,NA,35963721,35963721,1296
SkinBlood,cg21944491,Human,GRCh37,-0.0619762,19,41119829,40613923,41119829,45811669,NA,NA,Body;Body;Body,+,LTBP4;LTBP4;LTBP4,Island,Island,450k,NA,NA,NA,41119829,NA,45811669,NA,40613923,40613923,1297
SkinBlood,cg21940708,Human,GRCh37,0.22697916,19,50191683,49688426,50191683,54883495,NA,NA,3'UTR;TSS1500;3'UTR;3'UTR,+,PRMT1;C19orf76;PRMT1;PRMT1,N_Shore,Shore,450k,NA,NA,NA,50191683,NA,54883495,NA,49688426,49688426,1298
SkinBlood,cg15811427,Human,GRCh37,-0.0035326,19,52254222,51750969,52254222,56946034,NA,NA,5'UTR,+,FPR1,0,-,450k,NA,NA,NA,52254222,NA,56946034,NA,51750969,51750969,1299
SkinBlood,cg06458239,Human,GRCh37,0.34680545,19,58038573,57527205,58038573,62730385,NA,NA,TSS200,-,ZNF549,Island,Island,450k,NA,NA,NA,58038573,NA,62730385,NA,57527205,57527205,1300
SkinBlood,cg10729426,Human,GRCh37,0.23412573,19,58038585,57527217,58038585,62730397,NA,NA,TSS200,-,ZNF549,Island,Island,450k,NA,NA,NA,58038585,NA,62730397,NA,57527217,57527217,1301
SkinBlood,cg21911021,Human,GRCh37,0.04358386,19,58095011,57583643,58095011,62786823,NA,NA,TSS1500,+,ZIK1,Island,Island,450k,NA,NA,NA,58095011,NA,62786823,NA,57583643,57583643,1302
SkinBlood,cg24834740,Human,GRCh37,-0.0719029,20,37434552,38805909,37434552,36867966,NA,NA,5'UTR,-,PPP1R16B,Island,Island,450k,NA,NA,NA,37434552,NA,36867966,NA,38805909,38805909,1303
SkinBlood,cg19702785,Human,GRCh37,0.12763398,20,43727089,45098448,43727089,43160503,NA,NA,Body,-,KCNS1,Island,Island; Shelf,450k,NA,NA,NA,43727089,NA,43160503,NA,45098448,45098448,1304
SkinBlood,cg07547549,Human,GRCh37,0.21256908,20,44658225,46029586,44658225,44091632,NA,NA,Body;Body,-,SLC12A5;SLC12A5,Island,Island; Shore,450k,NA,NA,NA,44658225,NA,44091632,NA,46029586,46029586,1305
SkinBlood,cg12303084,Human,GRCh37,0.65172013,20,45985741,47356997,45985741,45419148,NA,NA,TSS1500;TSS1500;TSS1500,+,ZMYND8;ZMYND8;ZMYND8,0,-,450k,NA,NA,NA,45985741,NA,45419148,NA,47356997,47356997,1306
SkinBlood,cg27544190,Human,GRCh37,-0.5780926,21,33785434,32413126,33785434,32707305,NA,NA,Body,+,C21orf63,Island,Island,450k,NA,NA,NA,33785434,NA,32707305,NA,32413126,32413126,1307
SkinBlood,cg01262913,Human,GRCh37,-0.0019989,21,38580486,37208185,38580486,37502356,NA,NA,TSS1500,+,DSCR9,0,-,450k,NA,NA,NA,38580486,NA,37502356,NA,37208185,37208185,1308
SkinBlood,cg17274064,Human,GRCh37,-0.0616188,21,40033892,38661968,40033892,38955762,NA,NA,TSS200;TSS200,-,ERG;ERG,S_Shore,Shore,450k,NA,NA,NA,40033892,NA,38955762,NA,38661968,38661968,1309
SkinBlood,cg09428349,Human,GRCh37,-0.4091203,21,43346858,41926749,43346858,42219927,NA,NA,Body;TSS200,-,C2CD2;C2CD2,0,-,450k,NA,NA,NA,43346858,NA,42219927,NA,41926749,41926749,1310
SkinBlood,cg10636297,Human,GRCh37,0.18591998,21,45405724,43985843,45405724,44230152,NA,NA,3'UTR;3'UTR,+,AGPAT3;AGPAT3,S_Shelf,Shelf,450k,NA,NA,NA,45405724,NA,44230152,NA,43985843,43985843,1311
SkinBlood,cg12373771,Human,GRCh37,-0.1398639,22,17601381,17120491,17601381,15981381,NA,NA,1stExon;5'UTR,-,CECR6;CECR6,Island,Island,450k,NA,NA,NA,17601381,NA,15981381,NA,17120491,17120491,1312
SkinBlood,cg05442902,Human,GRCh37,-0.2403148,22,21369010,21014721,21369010,19699010,NA,NA,TSS1500;TSS1500;TSS1500,-,MGC16703;P2RX6;P2RX6,S_Shore,Shore,450k,NA,NA,NA,21369010,NA,19699010,NA,21014721,21014721,1313
SkinBlood,cg16612562,Human,GRCh37,0.00129345,22,29712045,29316056,29712045,28042045,NA,NA,TSS1500;TSS1500,+,RASL10A;RASL10A,S_Shore,Shore,450k,NA,NA,NA,29712045,NA,28042045,NA,29316056,29316056,1314
SkinBlood,cg19015086,Human,GRCh37,0.15329768,22,30817820,30421831,30817820,29147820,NA,NA,Body,-,SEC14L2,N_Shore,Shore,450k,NA,NA,NA,30817820,NA,29147820,NA,30421831,30421831,1315
SkinBlood,cg21205978,Human,GRCh37,0.08165838,22,36044151,35648104,36044151,34374097,NA,NA,TSS1500,+,APOL6,0,-,450k,NA,NA,NA,36044151,NA,34374097,NA,35648104,35648104,1316
SkinBlood,cg01949403,Human,GRCh37,0.05957801,22,36562402,36166354,36562402,34892348,NA,NA,TSS200;TSS200,-,APOL3;APOL3,0,-,450k,NA,NA,NA,36562402,NA,34892348,NA,36166354,36166354,1317
SkinBlood,cg08415592,Human,GRCh37,-0.1478411,22,36648973,36252927,36648973,34978919,NA,NA,TSS200;TSS200;TSS200;TSS200,-,APOL1;APOL1;APOL1;APOL1,0,-,450k,NA,NA,NA,36648973,NA,34978919,NA,36252927,36252927,1318
SkinBlood,cg19853760,Human,GRCh37,-0.061454,22,38071677,37675670,38071677,36401623,NA,NA,1stExon;5'UTR,+,LGALS1;LGALS1,N_Shore,Shore,450k,NA,NA,NA,38071677,NA,36401623,NA,37675670,37675670,1319
SkinBlood,cg23124451,Human,GRCh37,-0.0376152,22,39548131,39152126,39548131,37878077,NA,NA,Body,+,CBX7,Island,Island,450k,NA,NA,NA,39548131,NA,37878077,NA,39152126,39152126,1320
SkinBlood,cg25459323,Human,GRCh37,0.02373018,22,42372359,41976355,42372359,40702305,NA,NA,TSS1500;TSS1500,-,SEPT3;SEPT3,N_Shore,Shore,450k,NA,NA,NA,42372359,NA,40702305,NA,41976355,41976355,1321
SkinBlood,cg27187881,Human,GRCh37,-0.244556,22,42466345,42070341,42466345,40796291,NA,NA,1stExon;5'UTR,+,NAGA;NAGA,N_Shore,Shore,450k,NA,NA,NA,42466345,NA,40796291,NA,42070341,42070341,1322
SkinBlood,cg00343092,Human,GRCh37,-0.0820732,22,43547974,43151968,43547974,41877918,NA,NA,5'UTR;5'UTR,+,TSPO;TSPO,Island,Island,450k,NA,NA,NA,43547974,NA,41877918,NA,43151968,43151968,1323
SkinBlood,cg00347775,Human,GRCh37,8.4166e-4,22,43829831,43433911,43829831,42159775,NA,NA,Body,+,MPPED1,N_Shore,Shore,450k,NA,NA,NA,43829831,NA,42159775,NA,43433911,43433911,1324
SkinBlood,cg27131176,Human,GRCh37,-0.1923171,22,46450114,46054234,46450114,44828778,NA,NA,TSS200;Body,+,C22orf26;LOC150381,Island,Island,450k,NA,NA,NA,46450114,NA,44828778,NA,46054234,46054234,1325
SkinBlood,cg22982767,Human,GRCh37,-0.412197,22,46454012,46058132,46454012,44832676,NA,NA,Body,+,LOC150381,N_Shelf,Shelf,450k,NA,NA,NA,46454012,NA,44832676,NA,46058132,46058132,1326
SkinBlood,cg07016730,Human,GRCh37,-0.0293829,22,50912306,50473877,50912306,49259172,NA,NA,Body,+,SBF1,N_Shore,Shore,450k,NA,NA,NA,50912306,NA,49259172,NA,50473877,50473877,1327
SkinBlood,cg01892695,Human,GRCh37,-0.2506189,X,99893802,100638805,99893802,99780458,NA,NA,-,-,0,S_Shelf,Shelf,450k,NA,NA,NA,99893802,NA,99780458,NA,100638805,100638805,1328
DunedinPoAm,cg02582848,Human,GRCh37,0.169,1,224075899,223888197,224075899,222142522,NA,NA,-,-,ACTBP11,0,-,450k,NA,NA,NA,224075899,NA,222142522,NA,223888197,223888197,1329
DunedinPoAm,cg11574055,Human,GRCh37,0.061,1,117077116,116534494,117077116,116878639,NA,NA,Body;Body;Body,-,CD58,Island,Island,450k,NA,NA,NA,117077116,NA,116878639,NA,116534494,116534494,1330
DunedinPoAm,cg26064634,Human,GRCh37,-0.323,1,68962284,68496601,68962284,68734872,NA,NA,Body;Body,-,DEPDC1,Island,Island,450k,NA,NA,NA,68962284,NA,68734872,NA,68496601,68496601,1331
DunedinPoAm,cg11674508,Human,GRCh37,0.078,1,26547914,26221423,26547914,26420501,NA,NA,-,-,RP11-231P20.2,N_Shelf,Shelf,450k,NA,NA,NA,26547914,NA,26420501,NA,26221423,26221423,1332
DunedinPoAm,cg25130381,Human,GRCh37,0.054,1,27440721,27114230,27440721,27313308,NA,NA,Body,+,SLC9A1,0,-,450k,NA,NA,NA,27440721,NA,27313308,NA,27114230,27114230,1333
DunedinPoAm,cg07045089,Human,GRCh37,0.003,1,3620218,3703654,3620218,3610078,NA,NA,Body;Body;Body;Body,-,TP73,N_Shelf,Shelf,450k,NA,NA,NA,3620218,NA,3610078,NA,3703654,3703654,1334
DunedinPoAm,cg19510038,Human,GRCh37,-0.167,1,113044860,112502238,113044860,112846383,NA,NA,Body,+,WNT2B,Island,Island,450k,NA,NA,NA,113044860,NA,112846383,NA,112502238,112502238,1335
DunedinPoAm,cg21566642,Human,GRCh37,-0.12,2,233284661,232419951,233284661,232992905,NA,NA,-,-,AC068134.5,Island,Island,450k,NA,NA,NA,233284661,NA,232992905,NA,232419951,232419951,1336
DunedinPoAm,cg05513157,Human,GRCh37,-0.191,2,80101372,79874246,80101372,79954880,NA,NA,Body;Body,+,CTNNA2,0,-,450k,NA,NA,NA,80101372,NA,79954880,NA,79874246,79874246,1337
DunedinPoAm,cg07185119,Human,GRCh37,0.007,2,31459843,31236977,31459843,31313347,NA,NA,Body,-,EHD3,S_Shelf,Shelf,450k,NA,NA,NA,31459843,NA,31313347,NA,31236977,31236977,1338
DunedinPoAm,cg13121699,Human,GRCh37,-0.053,2,185462397,184597670,185462397,185170642,NA,NA,TSS1500,-,ZNF804A,N_Shore,Shore,450k,NA,NA,NA,185462397,NA,185170642,NA,184597670,184597670,1339
DunedinPoAm,cg21946299,Human,GRCh37,0.236,3,12329166,12287667,12329166,12304166,NA,NA,TSS1500;TSS200;TSS200,-,PPARG,Island,Island,450k,NA,NA,NA,12329166,NA,12304166,NA,12287667,12287667,1340
DunedinPoAm,cg25921813,Human,GRCh37,0.22,3,194797138,195076409,194797138,196278427,NA,NA,Body,-,XXYLT1,0,-,450k,NA,NA,NA,194797138,NA,196278427,NA,195076409,195076409,1341
DunedinPoAm,cg21578330,Human,GRCh37,0.186,4,87829966,86908813,87829966,88048990,NA,NA,-,+,C4orf36,0,-,450k,NA,NA,NA,87829966,NA,88048990,NA,86908813,86908813,1342
DunedinPoAm,cg19422687,Human,GRCh37,0.223,4,3567958,3566231,3567958,3537756,NA,NA,-,+,LINC00955,S_Shore,Shore,450k,NA,NA,NA,3567958,NA,3537756,NA,3566231,3566231,1343
DunedinPoAm,cg03922834,Human,GRCh37,0.108,4,4226530,4224803,4226530,4277431,NA,NA,Body,+,OTOP1,N_Shore,Shore,450k,NA,NA,NA,4226530,NA,4277431,NA,4224803,4224803,1344
DunedinPoAm,cg05575921,Human,GRCh37,-0.257,5,373378,373263,373378,426378,NA,NA,Body,+,AHRR,N_Shore,Shore; Shelf,450k,NA,NA,NA,373378,NA,426378,NA,373263,373263,1345
DunedinPoAm,cg19743820,Human,GRCh37,-0.103,5,85913790,86617973,85913790,85949546,NA,NA,5'UTR;1stExon,+,COX7C,0,-,450k,NA,NA,NA,85913790,NA,85949546,NA,86617973,86617973,1346
DunedinPoAm,cg05227215,Human,GRCh37,0.206,5,139057496,139677911,139057496,139037680,NA,NA,5'UTR,-,CXXC5,S_Shore,Shelf,450k,NA,NA,NA,139057496,NA,139037680,NA,139677911,139677911,1347
DunedinPoAm,cg09404119,Human,GRCh37,0.01,5,565486,565371,565486,618486,NA,NA,-,-,MIR4456,Island,Island,450k,NA,NA,NA,565486,NA,618486,NA,565371,565371,1348
DunedinPoAm,cg21079030,Human,GRCh37,0.009,5,2225401,2225287,2225401,2278401,NA,NA,-,+,Y_RNA,0,-,450k,NA,NA,NA,2225401,NA,2278401,NA,2225287,2225287,1349
DunedinPoAm,cg15018359,Human,GRCh37,-0.195,6,32095470,32127693,32095470,32203448,NA,NA,Body;Body,+,ATF6B,N_Shelf,-,450k,NA,NA,NA,32095470,NA,32203448,NA,32127693,32127693,1350
